news_date,source,headline,predicted_category,priority,urea_increase,urea_decrease,urea_volatility,dap_increase,dap_decrease,dap_volatility,mop_increase,mop_decrease,mop_volatility
2022-04-26,ICIS,Производители аммиака объявили о сокращении мощностей,Аммиак,85,0.4000,0.2000,0.4000,0.3000,0.2000,0.5000,0.2000,0.3000,0.5000
2022-04-28,Профильный телеграм-канал,Стабилизация рубля снижает экспортные премии,Макро/валюта,65,0.3000,0.6000,0.1000,0.3000,0.6000,0.1000,0.3000,0.6000,0.1000
2022-04-29,Коммерсантъ,Компания провела ежегодный день инвестора,Прочее,0,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000
2022-04-30,CRU,"Ставки фрахта снижаются, логистика дешевеет",Логистика,65,0.1000,0.7000,0.2000,0.1000,0.7000,0.2000,0.1000,0.7000,0.2000
2022-05-05,Reuters,Стабилизация рубля снижает экспортные премии,Макро/валюта,40,0.3500,0.2500,0.4000,0.3500,0.2500,0.4000,0.3500,0.2500,0.4000
2022-05-13,Bloomberg,Экспортные котировки аммиака выросли вслед за газом,Аммиак,85,0.2500,0.3000,0.4500,0.3500,0.2000,0.4500,0.3000,0.1500,0.5500
2022-05-13,CRU,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,30,0.5000,0.2000,0.3000,0.4500,0.2000,0.3500,0.4500,0.2000,0.3500
2022-05-14,Argus,Высокие цены на агрокультуры стимулируют закупки удобрений фермерами,Спрос/агрорынок,60,0.6500,0.1000,0.2500,0.6000,0.1500,0.2500,0.6000,0.1500,0.2500
2022-05-30,ICIS,Локдауны бьют по логистике и спросу на удобрения,Логистика,70,0.1000,0.7000,0.2000,0.1000,0.6500,0.2500,0.1000,0.6000,0.3000
2022-06-04,Коммерсантъ,Назначен новый директор по устойчивому развитию,Прочее,5,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2022-06-06,Интерфакс,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,30,0.2000,0.4000,0.4000,0.2000,0.4000,0.4000,0.2000,0.4000,0.4000
2022-06-07,Reuters,Введены ограничения на экспорт калия — рынок ждёт дефицита,Калий,90,0.2000,0.1000,0.7000,0.3000,0.2000,0.5000,0.6000,0.1000,0.3000
2022-06-21,Интерфакс,Дефицит калия на ключевых рынках толкает цены вверх,Калий,75,0.1000,0.1000,0.8000,0.1500,0.1000,0.7500,0.8000,0.0500,0.1500
2022-06-25,Reuters,Экспортные котировки аммиака выросли вслед за газом,Аммиак,80,0.6000,0.1000,0.3000,0.4000,0.2000,0.4000,0.2000,0.2000,0.6000
2022-07-09,Коммерсантъ,Фосфатное сырьё дорожает вслед за серой,Фосфаты,65,0.1500,0.1500,0.7000,0.5000,0.2000,0.3000,0.1000,0.2000,0.7000
2022-07-21,CRU,"Энергокризис в Европе усиливается, заводы сокращают выпуск аммиака",Аммиак,90,0.7000,0.1000,0.2000,0.4000,0.3000,0.3000,0.3000,0.3000,0.4000
2022-07-21,Интерфакс,"Поставки хлористого калия сорваны, цены MOP идут вверх",Калий,90,0.3000,0.2000,0.5000,0.3000,0.2000,0.5000,0.7000,0.1000,0.2000
2022-08-05,CRU,Газ дорожает на фоне перебоев с поставками — растёт себестоимость азотных удобрений,Энергоносители,85,0.6000,0.1000,0.3000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2022-08-06,Коммерсантъ,Подписан меморандум о научном сотрудничестве с вузом,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2022-08-17,Argus,Девальвация рубля повышает экспортную привлекательность удобрений,Макро/валюта,75,0.5500,0.1500,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000
2022-08-18,Профильный телеграм-канал,Дефицит калия на ключевых рынках толкает цены вверх,Калий,80,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.5000,0.1000,0.4000
2022-08-26,CRU,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,75,0.3000,0.3000,0.4000,0.1500,0.6500,0.2000,0.2500,0.2500,0.5000
2022-08-29,ICIS,"Ставки фрахта снижаются, логистика дешевеет",Логистика,70,0.1500,0.7000,0.1500,0.2000,0.6500,0.1500,0.2500,0.6000,0.1500
2022-09-12,Argus,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.0500,0.0500,0.9000,0.0500,0.7000,0.2500,0.0300,0.0200,0.9500
2022-09-14,CRU,Экспортные котировки аммиака выросли вслед за газом,Аммиак,75,0.7000,0.1000,0.2000,0.6000,0.1500,0.2500,0.2000,0.2000,0.6000
2022-09-16,Коммерсантъ,Назначен новый директор по устойчивому развитию,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2022-09-19,ICIS,Новые контракты по калию заключены ниже рынка,Калий,90,0.2000,0.3000,0.5000,0.1000,0.6000,0.3000,0.1000,0.7000,0.2000
2022-09-23,ICIS,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.0500,0.1000,0.8500,0.0500,0.8000,0.1500,0.1000,0.1000,0.8000
2022-09-30,Reuters,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,70,0.1500,0.4500,0.4000,0.1000,0.7000,0.2000,0.1500,0.4000,0.4500
2022-10-03,Интерфакс,Локдауны бьют по логистике и спросу на удобрения,Логистика,80,0.1000,0.6000,0.3000,0.1000,0.6000,0.3000,0.1000,0.6000,0.3000
2022-10-11,Интерфакс,"Поставки калия восстанавливаются, цены MOP снижаются",Калий,70,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.0500,0.8500,0.1000
2022-10-19,CRU,Отраслевая конференция по удобрениям пройдёт в следующем месяце,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2022-10-24,ICIS,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,70,0.5500,0.1500,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000
2022-11-01,Argus,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,80,0.1000,0.6000,0.3000,0.1500,0.5000,0.3500,0.2000,0.3000,0.5000
2022-11-02,Интерфакс,"Цены на газ в Европе снижаются, давление на себестоимость удобрений ослабевает",Энергоносители,70,0.1500,0.5500,0.3000,0.2000,0.3500,0.4500,0.2000,0.3000,0.5000
2022-11-11,Reuters,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,80,0.1500,0.3500,0.5000,0.1000,0.7500,0.1500,0.1500,0.3500,0.5000
2022-11-16,Bloomberg,Производитель открыл обновлённый учебный центр,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2022-11-19,Argus,Газ дешевеет вторую неделю подряд,Энергоносители,75,0.1000,0.7000,0.2000,0.1000,0.6000,0.3000,0.2000,0.4000,0.4000
2022-11-26,Bloomberg,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,75,0.2000,0.5500,0.2500,0.1500,0.6000,0.2500,0.1000,0.6500,0.2500
2022-11-28,ICIS,Падение цен на зерно ослабляет спрос на удобрения,Спрос/агрорынок,70,0.1000,0.6500,0.2500,0.1000,0.6500,0.2500,0.1000,0.6500,0.2500
2022-12-01,Reuters,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,75,0.2000,0.3000,0.5000,0.1000,0.6000,0.3000,0.2000,0.3000,0.5000
2022-12-05,Профильный телеграм-канал,Фермеры откладывают закупки удобрений,Спрос/агрорынок,60,0.2000,0.5000,0.3000,0.1500,0.5500,0.3000,0.1500,0.5500,0.3000
2022-12-06,Интерфакс,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.1000,0.2000,0.7000,0.1000,0.7000,0.2000,0.1000,0.1000,0.8000
2022-12-15,Профильный телеграм-канал,Отраслевая конференция по удобрениям пройдёт в следующем месяце,Прочее,10,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2022-12-20,Argus,Газ дешевеет вторую неделю подряд,Энергоносители,80,0.1500,0.5500,0.3000,0.1000,0.5500,0.3500,0.2000,0.4000,0.4000
2022-12-20,Argus,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,85,0.1500,0.5500,0.3000,0.2000,0.5000,0.3000,0.1000,0.6000,0.3000
2022-12-27,CRU,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,60,0.4500,0.1500,0.4000,0.4500,0.1500,0.4000,0.4500,0.1500,0.4000
2022-12-31,Коммерсантъ,Стабилизация на газовом рынке снижает издержки производителей,Энергоносители,65,0.1000,0.7000,0.2000,0.1500,0.5000,0.3500,0.2000,0.3000,0.5000
2023-01-05,CRU,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,70,0.2000,0.3000,0.5000,0.1500,0.3000,0.5500,0.1000,0.2000,0.7000
2023-01-05,Профильный телеграм-канал,Назначен новый директор по устойчивому развитию,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2023-01-07,ICIS,Новые контракты по калию заключены ниже рынка,Калий,65,0.1000,0.1000,0.8000,0.1500,0.1500,0.7000,0.2000,0.6000,0.2000
2023-01-11,Argus,Компания провела ежегодный день инвестора,Прочее,10,0.3000,0.2000,0.5000,0.3000,0.2000,0.5000,0.3000,0.2000,0.5000
2023-01-16,Reuters,"Ставки фрахта снижаются, логистика дешевеет",Логистика,70,0.1000,0.7000,0.2000,0.1000,0.6000,0.3000,0.2000,0.4000,0.4000
2023-01-17,Argus,Высокие цены на агрокультуры стимулируют закупки удобрений фермерами,Спрос/агрорынок,65,0.6000,0.1000,0.3000,0.6000,0.1000,0.3000,0.6000,0.1000,0.3000
2023-01-21,Argus,Опубликован годовой ESG-отчёт компании,Прочее,5,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2023-01-23,Argus,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,75,0.3000,0.4000,0.3000,0.1000,0.8000,0.1000,0.3500,0.3500,0.3000
2023-01-26,Argus,Производитель открыл обновлённый учебный центр,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2023-01-27,Коммерсантъ,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,85,0.1500,0.5500,0.3000,0.2000,0.5000,0.3000,0.2500,0.3500,0.4000
2023-01-31,Argus,Назначен новый директор по устойчивому развитию,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2023-02-02,Reuters,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,85,0.3000,0.4000,0.3000,0.2000,0.4000,0.4000,0.2000,0.3000,0.5000
2023-02-09,Bloomberg,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,90,0.1000,0.5000,0.4000,0.1000,0.4000,0.5000,0.1000,0.3000,0.6000
2023-02-13,CRU,Ставки морского фрахта взлетели из-за перегрузки портов,Логистика,70,0.6000,0.1000,0.3000,0.5500,0.1500,0.3000,0.5500,0.1500,0.3000
2023-02-14,ICIS,"Цены на газ в Европе снижаются, давление на себестоимость удобрений ослабевает",Энергоносители,75,0.1000,0.7000,0.2000,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000
2023-02-14,CRU,Высокие цены на агрокультуры стимулируют закупки удобрений фермерами,Спрос/агрорынок,70,0.6500,0.1000,0.2500,0.7000,0.1000,0.2000,0.5000,0.1500,0.3500
2023-02-14,Профильный телеграм-канал,Девальвация рубля повышает экспортную привлекательность удобрений,Макро/валюта,70,0.5500,0.0500,0.4000,0.5500,0.0500,0.4000,0.5500,0.0500,0.4000
2023-02-23,CRU,"Цены на газ в Европе снижаются, давление на себестоимость удобрений ослабевает",Энергоносители,80,0.1500,0.7000,0.1500,0.1500,0.6500,0.2000,0.1500,0.6000,0.2500
2023-02-24,Argus,Производитель открыл обновлённый учебный центр,Прочее,0,0.1000,0.2000,0.7000,0.1000,0.2000,0.7000,0.1000,0.2000,0.7000
2023-03-07,Argus,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,70,0.5500,0.2000,0.2500,0.5500,0.2000,0.2500,0.6000,0.1500,0.2500
2023-03-09,Коммерсантъ,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,70,0.1000,0.7000,0.2000,0.1500,0.6000,0.2500,0.2000,0.5000,0.3000
2023-03-27,Интерфакс,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,55,0.6500,0.1500,0.2000,0.6000,0.1500,0.2500,0.5500,0.2000,0.2500
2023-04-01,Профильный телеграм-канал,Производители аммиака объявили о сокращении мощностей,Аммиак,85,0.3000,0.2000,0.5000,0.4000,0.1000,0.5000,0.1000,0.2000,0.7000
2023-04-05,Коммерсантъ,Цены на DAP растут на фоне крепкого спроса в Южной Азии,Фосфаты,80,0.2000,0.1000,0.7000,0.6500,0.1000,0.2500,0.1500,0.1500,0.7000
2023-04-07,Профильный телеграм-канал,Экспортные котировки аммиака выросли вслед за газом,Аммиак,80,0.5000,0.1000,0.4000,0.3000,0.2000,0.5000,0.3000,0.2000,0.5000
2023-04-10,Коммерсантъ,Новые контракты по калию заключены ниже рынка,Калий,90,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.1000,0.6000,0.3000
2023-04-13,Argus,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,40,0.3000,0.5000,0.2000,0.3500,0.4500,0.2000,0.2000,0.6000,0.2000
2023-04-18,Reuters,Ставки морского фрахта взлетели из-за перегрузки портов,Логистика,70,0.6000,0.1000,0.3000,0.5500,0.1000,0.3500,0.5000,0.1000,0.4000
2023-04-21,Интерфакс,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,70,0.1000,0.6000,0.3000,0.1000,0.5000,0.4000,0.1500,0.4500,0.4000
2023-04-24,Коммерсантъ,Газ дешевеет вторую неделю подряд,Энергоносители,85,0.2000,0.3000,0.5000,0.1500,0.2500,0.6000,0.1000,0.2000,0.7000
2023-05-04,Bloomberg,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,70,0.2000,0.6000,0.2000,0.2500,0.5000,0.2500,0.3000,0.4000,0.3000
2023-05-04,Argus,Отраслевая конференция по удобрениям пройдёт в следующем месяце,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2023-05-05,ICIS,Логистические издержки растут — дорожает доставка удобрений,Логистика,70,0.5000,0.1000,0.4000,0.6500,0.0500,0.3000,0.6000,0.0500,0.3500
2023-05-17,Интерфакс,Логистические издержки растут — дорожает доставка удобрений,Логистика,75,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000
2023-05-20,Профильный телеграм-канал,"Поставки калия восстанавливаются, цены MOP снижаются",Калий,65,0.3000,0.3000,0.4000,0.3000,0.3000,0.4000,0.1000,0.8000,0.1000
2023-05-23,Argus,Производители аммиака объявили о сокращении мощностей,Аммиак,85,0.3500,0.2500,0.4000,0.2500,0.3000,0.4500,0.1500,0.3500,0.5000
2023-05-24,ICIS,Стабилизация на газовом рынке снижает издержки производителей,Энергоносители,70,0.1000,0.6000,0.3000,0.2000,0.4000,0.4000,0.2000,0.3000,0.5000
2023-05-24,Argus,Фермеры откладывают закупки удобрений,Спрос/агрорынок,60,0.1000,0.7000,0.2000,0.1000,0.7000,0.2000,0.1000,0.7000,0.2000
2023-05-25,Интерфакс,Ставки морского фрахта взлетели из-за перегрузки портов,Логистика,70,0.3000,0.4000,0.3000,0.3500,0.3500,0.3000,0.2500,0.4500,0.3000
2023-05-26,Bloomberg,Запущена корпоративная программа стажировок,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2023-06-05,Коммерсантъ,Рубль резко ослаб к доллару,Макро/валюта,60,0.5000,0.1000,0.4000,0.5000,0.1000,0.4000,0.5000,0.1000,0.4000
2023-06-12,Интерфакс,Рубль резко ослаб к доллару,Макро/валюта,80,0.3500,0.3500,0.3000,0.3500,0.3500,0.3000,0.3500,0.3500,0.3000
2023-06-16,CRU,Локдауны бьют по логистике и спросу на удобрения,Логистика,80,0.3500,0.4500,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000
2023-06-24,ICIS,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,70,0.2000,0.3000,0.5000,0.1000,0.7000,0.2000,0.1500,0.2500,0.6000
2023-06-29,Reuters,Падение цен на зерно ослабляет спрос на удобрения,Спрос/агрорынок,60,0.1000,0.6500,0.2500,0.1000,0.6000,0.3000,0.1000,0.6000,0.3000
2023-08-08,CRU,Новые контракты по калию заключены ниже рынка,Калий,55,0.1500,0.3500,0.5000,0.1500,0.3500,0.5000,0.1000,0.7500,0.1500
2023-08-15,Профильный телеграм-канал,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,75,0.5000,0.1000,0.4000,0.5000,0.1000,0.4000,0.5000,0.1000,0.4000
2023-08-15,Профильный телеграм-канал,Подписан меморандум о научном сотрудничестве с вузом,Прочее,5,0.0500,0.0500,0.9000,0.0500,0.0500,0.9000,0.0500,0.0500,0.9000
2023-08-23,Reuters,Фермеры откладывают закупки удобрений,Спрос/агрорынок,70,0.1000,0.7000,0.2000,0.1000,0.6000,0.3000,0.1000,0.6000,0.3000
2023-08-28,Интерфакс,Падение цен на зерно ослабляет спрос на удобрения,Спрос/агрорынок,70,0.1000,0.7000,0.2000,0.1500,0.6500,0.2000,0.1500,0.6000,0.2500
2023-09-01,Argus,Цены на DAP растут на фоне крепкого спроса в Южной Азии,Фосфаты,75,0.2000,0.2000,0.6000,0.8500,0.0500,0.1000,0.1500,0.1500,0.7000
2023-09-04,Bloomberg,Фосфатное сырьё дорожает вслед за серой,Фосфаты,70,0.1000,0.2000,0.7000,0.6000,0.1000,0.3000,0.0500,0.2000,0.7500
2023-09-09,Reuters,Газ дешевеет вторую неделю подряд,Энергоносители,75,0.1000,0.7000,0.2000,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000
2023-09-12,CRU,Фосфатное сырьё дорожает вслед за серой,Фосфаты,80,0.3000,0.3000,0.4000,0.6500,0.1500,0.2000,0.2500,0.3500,0.4000
2023-09-16,Bloomberg,"Ставки фрахта снижаются, логистика дешевеет",Логистика,50,0.2000,0.5000,0.3000,0.1500,0.5500,0.3000,0.1500,0.5500,0.3000
2023-10-28,Коммерсантъ,Фосфатное сырьё дорожает вслед за серой,Фосфаты,70,0.1500,0.1000,0.7500,0.7500,0.1000,0.1500,0.1000,0.2000,0.7000
2023-11-01,CRU,"Ставки фрахта снижаются, логистика дешевеет",Логистика,70,0.1500,0.5500,0.3000,0.1000,0.6500,0.2500,0.1000,0.6000,0.3000
2023-11-09,Bloomberg,Фосфатное сырьё дорожает вслед за серой,Фосфаты,75,0.3000,0.2000,0.5000,0.7000,0.1000,0.2000,0.2500,0.2500,0.5000
2023-11-11,CRU,Новые контракты по калию заключены ниже рынка,Калий,80,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.1000,0.7000,0.2000
2023-11-15,Профильный телеграм-канал,Цены на DAP растут на фоне крепкого спроса в Южной Азии,Фосфаты,70,0.3000,0.4000,0.3000,0.7000,0.1000,0.2000,0.3000,0.4000,0.3000
2023-11-16,ICIS,Запущена корпоративная программа стажировок,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2023-11-17,Reuters,Локдауны бьют по логистике и спросу на удобрения,Логистика,60,0.1000,0.7000,0.2000,0.1000,0.6000,0.3000,0.1000,0.5000,0.4000
2023-11-28,CRU,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,60,0.7000,0.1000,0.2000,0.6000,0.1000,0.3000,0.5500,0.1000,0.3500
2023-11-29,Argus,Подписан меморандум о научном сотрудничестве с вузом,Прочее,0,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000
2023-11-29,Argus,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,60,0.2000,0.3000,0.5000,0.1000,0.7000,0.2000,0.2000,0.3000,0.5000
2023-12-02,ICIS,Цены на газ в Европе подскочили до многомесячных максимумов,Энергоносители,85,0.6000,0.1500,0.2500,0.4000,0.2500,0.3500,0.2500,0.3000,0.4500
2023-12-02,Reuters,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,70,0.1000,0.6000,0.3000,0.1000,0.6000,0.3000,0.1000,0.6000,0.3000
2023-12-12,Коммерсантъ,"Поставки калия восстанавливаются, цены MOP снижаются",Калий,70,0.2000,0.3000,0.5000,0.2000,0.4000,0.4000,0.1500,0.7500,0.1000
2023-12-12,Коммерсантъ,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,60,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000
2023-12-14,Argus,Газ дешевеет вторую неделю подряд,Энергоносители,85,0.1000,0.7000,0.2000,0.2000,0.5000,0.3000,0.1500,0.5000,0.3500
2023-12-14,Профильный телеграм-канал,Опубликован годовой ESG-отчёт компании,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2023-12-19,Reuters,Новые контракты по калию заключены ниже рынка,Калий,85,0.2500,0.3500,0.4000,0.2500,0.3500,0.4000,0.1000,0.7000,0.2000
2024-01-13,Коммерсантъ,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,60,0.1500,0.5000,0.3500,0.1500,0.5500,0.3000,0.2000,0.4500,0.3500
2024-01-16,Reuters,"Ставки фрахта снижаются, логистика дешевеет",Логистика,70,0.1000,0.6000,0.3000,0.1500,0.5000,0.3500,0.1500,0.5000,0.3500
2024-01-18,Argus,"Поставки хлористого калия сорваны, цены MOP идут вверх",Калий,95,0.1500,0.0500,0.8000,0.1500,0.0500,0.8000,0.8500,0.0500,0.1000
2024-01-20,Argus,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,80,0.1000,0.1500,0.7500,0.0500,0.7500,0.2000,0.1500,0.3500,0.5000
2024-01-24,Reuters,Введены ограничения на экспорт калия — рынок ждёт дефицита,Калий,85,0.1000,0.1500,0.7500,0.1500,0.1500,0.7000,0.7000,0.1000,0.2000
2024-01-27,Bloomberg,Производители аммиака объявили о сокращении мощностей,Аммиак,85,0.6000,0.1000,0.3000,0.4000,0.2000,0.4000,0.2000,0.2000,0.6000
2024-01-29,Argus,Фосфатное сырьё дорожает вслед за серой,Фосфаты,75,0.1000,0.1000,0.8000,0.5500,0.2000,0.2500,0.1000,0.1000,0.8000
2024-01-30,Профильный телеграм-канал,Высокие цены на агрокультуры стимулируют закупки удобрений фермерами,Спрос/агрорынок,75,0.5500,0.1500,0.3000,0.5000,0.2000,0.3000,0.4500,0.2000,0.3500
2024-02-08,Интерфакс,Производители аммиака объявили о сокращении мощностей,Аммиак,90,0.6000,0.1000,0.3000,0.5500,0.1500,0.3000,0.2000,0.3000,0.5000
2024-02-13,Argus,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,70,0.7000,0.1000,0.2000,0.7000,0.1000,0.2000,0.7000,0.1000,0.2000
2024-02-13,CRU,Стабилизация рубля снижает экспортные премии,Макро/валюта,55,0.0500,0.7000,0.2500,0.1000,0.6000,0.3000,0.1000,0.5000,0.4000
2024-02-16,Коммерсантъ,Производители аммиака объявили о сокращении мощностей,Аммиак,85,0.3000,0.2000,0.5000,0.2500,0.2500,0.5000,0.2000,0.3000,0.5000
2024-02-29,Профильный телеграм-канал,Запущена корпоративная программа стажировок,Прочее,0,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000
2024-03-11,Bloomberg,Газ дорожает на фоне перебоев с поставками — растёт себестоимость азотных удобрений,Аммиак,80,0.7000,0.1000,0.2000,0.4000,0.2000,0.4000,0.3000,0.2000,0.5000
2024-03-21,ICIS,Цены на DAP растут на фоне крепкого спроса в Южной Азии,Фосфаты,80,0.3000,0.2000,0.5000,0.9000,0.0500,0.0500,0.2000,0.2000,0.6000
2024-03-27,Bloomberg,"Ставки фрахта снижаются, логистика дешевеет",Логистика,60,0.2000,0.5000,0.3000,0.2000,0.5000,0.3000,0.2000,0.5000,0.3000
2024-04-04,Коммерсантъ,Локдауны бьют по логистике и спросу на удобрения,Логистика,60,0.1500,0.5500,0.3000,0.1000,0.5000,0.4000,0.1000,0.4500,0.4500
2024-04-09,CRU,Назначен новый директор по устойчивому развитию,Прочее,0,0.0500,0.0500,0.9000,0.0500,0.0500,0.9000,0.0500,0.0500,0.9000
2024-04-16,CRU,Экспортные котировки аммиака выросли вслед за газом,Аммиак,75,0.6000,0.1000,0.3000,0.3500,0.1500,0.5000,0.2500,0.2000,0.5500
2024-04-19,Reuters,Подписан меморандум о научном сотрудничестве с вузом,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2024-04-23,Коммерсантъ,Газ дешевеет вторую неделю подряд,Энергоносители,70,0.2000,0.5000,0.3000,0.3000,0.4000,0.3000,0.3000,0.4000,0.3000
2024-04-23,Коммерсантъ,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,75,0.3500,0.1500,0.5000,0.1000,0.8000,0.1000,0.3000,0.2000,0.5000
2024-04-24,Argus,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,70,0.6000,0.1000,0.3000,0.6000,0.1000,0.3000,0.6000,0.1000,0.3000
2024-05-01,Коммерсантъ,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,80,0.1000,0.2000,0.7000,0.1000,0.7000,0.2000,0.1000,0.2000,0.7000
2024-05-02,Argus,"Энергокризис в Европе усиливается, заводы сокращают выпуск аммиака",Аммиак,85,0.6000,0.1000,0.3000,0.3000,0.1500,0.5500,0.2000,0.1000,0.7000
2024-05-04,CRU,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,60,0.7000,0.1000,0.2000,0.6500,0.1000,0.2500,0.6000,0.1500,0.2500
2024-05-23,Интерфакс,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,65,0.6000,0.1500,0.2500,0.6000,0.1500,0.2500,0.6000,0.1500,0.2500
2024-06-06,Bloomberg,"Поставки калия восстанавливаются, цены MOP снижаются",Калий,85,0.1000,0.3000,0.6000,0.1500,0.3500,0.5000,0.0500,0.8500,0.1000
2024-06-14,Reuters,Назначен новый директор по устойчивому развитию,Прочее,0,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000,0.1500,0.1500,0.7000
2024-06-18,Коммерсантъ,Опубликован годовой ESG-отчёт компании,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2024-06-27,Коммерсантъ,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,85,0.0500,0.8500,0.1000,0.1500,0.1500,0.7000,0.1000,0.1000,0.8000
2024-07-04,ICIS,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,85,0.2000,0.4000,0.4000,0.3000,0.3000,0.4000,0.3000,0.3000,0.4000
2024-07-11,ICIS,Экспортные котировки аммиака выросли вслед за газом,Аммиак,70,0.6500,0.1000,0.2500,0.5500,0.1000,0.3500,0.3000,0.2000,0.5000
2024-07-24,Argus,"Цены на газ в Европе снижаются, давление на себестоимость удобрений ослабевает",Энергоносители,85,0.1000,0.6000,0.3000,0.1000,0.5000,0.4000,0.1000,0.4000,0.5000
